============================================================
Thread 0
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
     29              4              4              0  a56d04c363e13700  28cbb1688adc06d1
     30             55              4              2  a56d04c363e13700  3b6df67f33774bd2
     31           2768           1568             32  a56d04c363e13700  60c4d4d4e0412413
     32          24562           6136            238  a56d04c363e13700  6689142888329f8c
     33          10675           5147            117  a56d04c363e13700  8adb5482b7db49d1
     34              4              4              0  a56d04c363e13700  ab2f03b51a72512c
     35            242             15              0  a56d04c363e13700  ef7d4b97ea23523f
     36           3200           3200             72  abc675ef47e07b7f  174779975e86f455
     37            765             27              8  abc675ef47e07b7f  1992fcee9a199399
     38            116              7              1  abc675ef47e07b7f  87e7f12c017876ea
     39          11570           6134             70  abc675ef47e07b7f  a678e5ad06e249a8
     40             69             10              1  abc675ef47e07b7f  adc0e7a2a634810f
     41             54              4              0  abc675ef47e07b7f  bd49465c4dd56070
     42           2560           2560             55  abc675ef47e07b7f  be993a2c079f97e1
     43            143              9              5  abc675ef47e07b7f  c2cb14c20f7a22f1
