============================================================
Thread 0
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
     61         703071         196479           2192  b37b183445c96596  0b8b4f34aabd7eb0
     62            827             27              3  b37b183445c96596  24b1019ffde88caa
     63    1.18191e+07        2368506          46521  b37b183445c96596  2e930d38ea32691b
     64             55              4              0  b37b183445c96596  3001b6fb84d61850
     65         144620         144620            627  b37b183445c96596  4c887614dd02f590
     66            292              9              0  b37b183445c96596  5a64f7ba7a51f79f
     67          58592          57848            514  b37b183445c96596  675726f7a60715aa
     68          16277           6195            111  b37b183445c96596  a5a6044a4c07d484
     69            148             10              1  b37b183445c96596  c52183c2bc48e9e5
============================================================
Thread 21
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
      0    1.67964e+06        1409882          12411  0000000000000000  0000000000000000
     59          90616          72310            837  b37b183445c96596  011d2a5e7b19a5ee
     60         187119          86772            898  b37b183445c96596  0abcee64fc570d70
     61         703616         198081           1828  b37b183445c96596  0b8b4f34aabd7eb0
     62            828             27              0  b37b183445c96596  24b1019ffde88caa
     63    1.41818e+07        2841426          48229  b37b183445c96596  2e930d38ea32691b
     64             55              4              0  b37b183445c96596  3001b6fb84d61850
     65         144620         144620            519  b37b183445c96596  4c887614dd02f590
     66            281              9              0  b37b183445c96596  5a64f7ba7a51f79f
     67          58633          57848            436  b37b183445c96596  675726f7a60715aa
     68          16011           6195             99  b37b183445c96596  a5a6044a4c07d484
     69            166             10              0  b37b183445c96596  c52183c2bc48e9e5
============================================================
Thread 22
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
      0    4.04121e+06        2443810          24217  0000000000000000  0000000000000000
     59          90009          72310           1002  b37b183445c96596  011d2a5e7b19a5ee
     60         185884          86772           1070  b37b183445c96596  0abcee64fc570d70
     61         703783         196479           2271  b37b183445c96596  0b8b4f34aabd7eb0
     62            815             27              3  b37b183445c96596  24b1019ffde88caa
     63    1.18238e+07        2368506          47144  b37b183445c96596  2e930d38ea32691b
     64             55              4              0  b37b183445c96596  3001b6fb84d61850
     65         144620         144620            655  b37b183445c96596  4c887614dd02f590
     66            285              9              0  b37b183445c96596  5a64f7ba7a51f79f
     67          58798          57848            531  b37b183445c96596  675726f7a60715aa
     68          15932           6195            107  b37b183445c96596  a5a6044a4c07d484
     69            148             10              1  b37b183445c96596  c52183c2bc48e9e5
============================================================
Thread 23
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
      0    1.68313e+06        1411411          15010  0000000000000000  0000000000000000
     59          90569          72310           1033  b37b183445c96596  011d2a5e7b19a5ee
     60         186721          86772           1046  b37b183445c96596  0abcee64fc570d70
