============================================================
Thread 0
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
    165       0.666666              3              0  c53a8b052791d4df  455a1628fb5f029c
    166        2335.66            897              5  c53a8b052791d4df  46d090a24a99033e
    167       0.999999              6              1  c53a8b052791d4df  5a8dde29c9cf1287
    168       0.666666              4              0  c53a8b052791d4df  5fcd199719043534
    169        77.6666              3              1  c53a8b052791d4df  832be70d7507af8a
    170        619.333            186             21  c53a8b052791d4df  c2d3071409a7e503
    171        8.33333              7              0  c53a8b052791d4df  c35120941a0cddf2
    172        1.66667             11              1  c53a8b052791d4df  d3d214d05c7cfcfc
    173       0.333333              3              1  c53a8b052791d4df  f9521a1bc5efca4e
    174       0.333333              4              1  cc41db93ac2617a9  0568e203470d04e6
    175        1.66667              7              1  cc41db93ac2617a9  09a7ce892ea43169
    176        1.33333             14              1  cc41db93ac2617a9  0ffc28d4c82dec9f
    177        1.66667             11              0  cc41db93ac2617a9  138abc070fffcba4
    178       0.999999              9              2  cc41db93ac2617a9  142ceb25d2e6d116
    179        3.33333              7              0  cc41db93ac2617a9  18b2468bf0460991
    180        12853.7          99540            205  cc41db93ac2617a9  1912879e45e522bb
    181        281.333             89             13  cc41db93ac2617a9  1c6f5c0f4232714a
    182       0.999999              5              0  cc41db93ac2617a9  2419f7dace89091e
    183        62.6666              8              0  cc41db93ac2617a9  2b777f6d68557529
    184        66.3333             12              1  cc41db93ac2617a9  326409268d198715
    185          16259          22069            275  cc41db93ac2617a9  38520be9372092ba
    186        2235.33           2979             29  cc41db93ac2617a9  42e26311d133032b
    187            443             92             13  cc41db93ac2617a9  4c2c9b7d4f76fd8c
    188        61.6666              3              1  cc41db93ac2617a9  583e18ec32cd52ea
    189           1522            725              7  cc41db93ac2617a9  590762faa7e12c84
    190              4              5              0  cc41db93ac2617a9  67cf50959ac66389
    191        1.33333             12              1  cc41db93ac2617a9  68af64d0dad877a6
    192       0.666666              7              0  cc41db93ac2617a9  6e8a45ef0f785162
    193              2              7              0  cc41db93ac2617a9  6f197b3f2e2c35a6
    194       0.666666              3              0  cc41db93ac2617a9  72390eeb20869328
    195        5.33333              8              1  cc41db93ac2617a9  72ad1dc3f7cf2068
    196        12761.7          99561            337  cc41db93ac2617a9  75f4297f006485f6
    197       0.999999              7              1  cc41db93ac2617a9  76ca82785e006cb3
    198        62.3333              7              1  cc41db93ac2617a9  7f3653cec2ffeaed
    199       0.999999              5              0  cc41db93ac2617a9  7fa2839d84287fa9
    200        61.9999              6              1  cc41db93ac2617a9  8345546be86e80b6
    201        464.333            162             14  cc41db93ac2617a9  8f23a3db9260ed41
    202            134              6              1  cc41db93ac2617a9  9272e70a8b0bd034
    203        7.66666              8              0  cc41db93ac2617a9  9e9c535a22fe5e89
    204       0.666666              8              0  cc41db93ac2617a9  afa4f99ac94c15f6
    205            139             15              1  cc41db93ac2617a9  b4534796bd56f491
    206       0.666666              8              1  cc41db93ac2617a9  ba1fa2d87f84b6ee
    207       0.666666              7              1  cc41db93ac2617a9  c20f011a2c05f2da
    208       0.666666              8              1  cc41db93ac2617a9  c700524463fa17f0
    209              2              9              1  cc41db93ac2617a9  c7d3d8d7a511bc3a
    210        7.33333              3              1  cc41db93ac2617a9  cece04918e8f603c
    211       0.666666              6              0  cc41db93ac2617a9  d8b28a5be6bb6b5d
    212        1.66667              8              1  cc41db93ac2617a9  d8fa96c3945e7c49
    213       0.666666              5              0  cc41db93ac2617a9  deada85d4004000f
    214        131.667              6              0  cc41db93ac2617a9  e0f9a6f259ead608
    215              2             21              0  cc41db93ac2617a9  e290bd9aa7333363
    216        68.6666              9              1  cc41db93ac2617a9  e9127d152918671c
    217       0.333333              4              1  cc41db93ac2617a9  f929db19949944a7
    218       0.999999              8              0  cc41db93ac2617a9  fbc6b5635b4c55d1
    219       0.666666              3              1  cc41db93ac2617a9  fbf4df149ce255b0
    220        1.33333             12              1  cc41db93ac2617a9  ff54ad70de588f38
    221        9.99999             35              1  ed152b33fc389259  01a7067f1b3500d8
    222        2.66666              3              0  ed152b33fc389259  4370d64e54615112
    223        1.66667              4              0  ed152b33fc389259  456fdb34a0dbe78e
    224        1559.67            255              2  ed152b33fc389259  b776e294eb1ffe30
    225       0.666666              4              1  ed152b33fc389259  c6b2e7238fb805db
    226              2             21              0  ed152b33fc389259  e60461f7c8f47317
    227       0.333333              4              1  ed152b33fc389259  eb5ef30c64135cee
    228       0.999999             10              0  ed152b33fc389259  fd687b1f1c710186
    229       0.666666              5              0  f630d7a69dbe9f12  1b25ca22c345921e
    230        63.6666              4              0  f630d7a69dbe9f12  2a9d51250241ea0b
    231        92.9999              4              1  f630d7a69dbe9f12  559c30cf1dd4845d
    232       0.333333              2              1  f630d7a69dbe9f12  671dbae6bf6b8778
    233       0.333333              3              0  f630d7a69dbe9f12  73f20393c040797d
    234       0.999999              9              1  f630d7a69dbe9f12  83ada5c5909d3b25
    235        75.3333              4              0  f630d7a69dbe9f12  9386bb548bf90dd0
    236              3             13              1  f630d7a69dbe9f12  c81b8b4b4552c2c0
    237        1740.66            357              3  f630d7a69dbe9f12  c9644d1f981e22bb
    238        808.666            884             23  f630d7a69dbe9f12  e27b12ce557a3a70
